"행정구역","2023년02월_총인구수","2023년02월_세대수","2023년02월_세대당 인구","2023년02월_남자 인구수","2023년02월_여자 인구수","2023년02월_남여 비율"
"서울특별시 구로구 구로제2동(1153053000)","23,030","12,375","          1.86","11,596","11,434","          1.01"
"서울특별시 구로구 구로제3동(1153054000)","23,460","13,651","          1.72","12,094","11,366","          1.06"
"서울특별시 구로구 구로제4동(1153055000)","19,100","10,504","          1.82","9,236","9,864","          0.94"
"서울특별시 구로구 구로제5동(1153056000)","29,300","15,643","          1.87","14,181","15,119","          0.94"
"서울특별시 구로구 가리봉동(1153059500)","8,954","6,154","          1.45","4,911","4,043","          1.21"
"서울특별시 구로구 고척제1동(1153072000)","25,738","11,299","          2.28","12,851","12,887","          1.00"
"서울특별시 구로구 고척제2동(1153073000)","26,138","11,493","          2.27","12,913","13,225","          0.98"
"서울특별시 구로구 개봉제1동(1153074000)","33,321","14,917","          2.23","16,573","16,748","          0.99"
"서울특별시 구로구 개봉제2동(1153075000)","30,099","12,454","          2.42","14,650","15,449","          0.95"
"서울특별시 구로구 개봉제3동(1153076000)","19,853","8,761","          2.27","9,632","10,221","          0.94"
"서울특별시 구로구 오류제1동(1153077000)","22,655","12,563","          1.80","10,799","11,856","          0.91"
"서울특별시 구로구 오류제2동(1153078000)","37,942","15,832","          2.40","18,128","19,814","          0.91"
"서울특별시 구로구 수궁동(1153079000)","22,967","9,937","          2.31","11,274","11,693","          0.96"
"서울특별시 구로구 항동(1153080000)","16,448","6,267","          2.62","7,989","8,459","          0.94"
"서울특별시 금천구 (1154500000)","229,395","119,830","          1.91","115,635","113,760","          1.02"
"서울특별시 금천구 가산동(1154551000)","24,198","17,522","          1.38","13,026","11,172","          1.17"
"서울특별시 금천구 독산제1동(1154561000)","46,080","24,622","          1.87","23,546","22,534","          1.04"
"서울특별시 금천구 독산제2동(1154562000)","18,176","9,443","          1.92","9,159","9,017","          1.02"
"서울특별시 금천구 독산제3동(1154563000)","24,004","12,915","          1.86","12,032","11,972","          1.01"
"서울특별시 금천구 독산제4동(1154564000)","14,863","7,654","          1.94","7,466","7,397","          1.01"
"서울특별시 금천구 시흥제1동(1154567000)","32,363","16,267","          1.99","16,129","16,234","          0.99"
"서울특별시 금천구 시흥제2동(1154568000)","20,699","8,231","          2.51","9,888","10,811","          0.91"
"서울특별시 금천구 시흥제3동(1154569000)","10,483","4,684","          2.24","5,190","5,293","          0.98"
"서울특별시 금천구 시흥제4동(1154570000)","19,888","9,178","          2.17","9,844","10,044","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","18,641","9,314","          2.00","9,355","9,286","          1.01"
"서울특별시 영등포구 (1156000000)","376,410","189,857","          1.98","184,956","191,454","          0.97"
"서울특별시 영등포구 영등포본동(1156051500)","20,941","10,388","          2.02","10,746","10,195","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","30,070","21,381","          1.41","15,476","14,594","          1.06"
"서울특별시 영등포구 여의동(1156054000)","32,483","13,282","          2.45","15,251","17,232","          0.89"
"서울특별시 영등포구 당산제1동(1156055000)","20,755","11,352","          1.83","10,077","10,678","          0.94"
"서울특별시 영등포구 당산제2동(1156056000)","36,738","18,853","          1.95","17,186","19,552","          0.88"
"서울특별시 영등포구 도림동(1156058500)","17,713","9,581","          1.85","8,947","8,766","          1.02"
"서울특별시 영등포구 문래동(1156060500)","32,276","13,128","          2.46","15,752","16,524","          0.95"
"서울특별시 영등포구 양평제1동(1156061000)","18,345","9,893","          1.85","8,881","9,464","          0.94"
"서울특별시 영등포구 양평제2동(1156062000)","22,386","10,940","          2.05","10,917","11,469","          0.95"
"서울특별시 영등포구 신길제1동(1156063000)","19,327","11,508","          1.68","9,770","9,557","          1.02"
"서울특별시 영등포구 신길제3동(1156065000)","16,322","7,606","          2.15","8,047","8,275","          0.97"
"서울특별시 영등포구 신길제4동(1156066000)","12,335","5,808","          2.12","6,113","6,222","          0.98"
"서울특별시 영등포구 신길제5동(1156067000)","10,186","4,660","          2.19","4,933","5,253","          0.94"
"서울특별시 영등포구 신길제6동(1156068000)","18,824","9,186","          2.05","9,192","9,632","          0.95"
"서울특별시 영등포구 신길제7동(1156069000)","19,804","7,888","          2.51","9,867","9,937","          0.99"
"서울특별시 영등포구 대림제1동(1156070000)","14,053","6,990","          2.01","6,993","7,060","          0.99"
"서울특별시 영등포구 대림제2동(1156071000)","11,973","7,023","          1.70","5,893","6,080","          0.97"
"서울특별시 영등포구 대림제3동(1156072000)","21,879","10,390","          2.11","10,915","10,964","          1.00"
"서울특별시 동작구 (1159000000)","379,622","186,053","          2.04","183,606","196,016","          0.94"
"서울특별시 동작구 노량진제1동(1159051000)","31,695","16,450","          1.93","16,012","15,683","          1.02"
"서울특별시 동작구 노량진제2동(1159052000)","10,525","6,882","          1.53","5,477","5,048","          1.08"
"서울특별시 동작구 상도제1동(1159053000)","44,399","22,592","          1.97","21,589","22,810","          0.95"
"서울특별시 동작구 상도제2동(1159054000)","27,731","12,585","          2.20","13,277","14,454","          0.92"
"서울특별시 동작구 상도제3동(1159055000)","24,178","12,240","          1.98","11,500","12,678","          0.91"
"서울특별시 동작구 상도제4동(1159056000)","28,203","14,184","          1.99","13,714","14,489","          0.95"
"서울특별시 동작구 흑석동(1159060500)","27,936","12,393","          2.25","13,618","14,318","          0.95"
"서울특별시 동작구 사당제1동(1159062000)","22,566","13,679","          1.65","10,846","11,720","          0.93"
"서울특별시 동작구 사당제2동(1159063000)","28,377","12,565","          2.26","13,584","14,793","          0.92"
"서울특별시 동작구 사당제3동(1159064000)","23,904","10,500","          2.28","11,543","12,361","          0.93"
"서울특별시 동작구 사당제4동(1159065000)","13,965","7,265","          1.92","6,663","7,302","          0.91"
"서울특별시 동작구 사당제5동(1159065100)","14,298","6,707","          2.13","6,841","7,457","          0.92"
"서울특별시 동작구 대방동(1159066000)","36,221","16,841","          2.15","17,118","19,103","          0.90"
"서울특별시 동작구 신대방제1동(1159067000)","23,371","10,449","          2.24","11,203","12,168","          0.92"
"서울특별시 동작구 신대방제2동(1159068000)","22,253","10,721","          2.08","10,621","11,632","          0.91"
"서울특별시 관악구 (1162000000)","487,430","285,206","          1.71","245,125","242,305","          1.01"
"서울특별시 관악구 보라매동(1162052500)","24,222","13,133","          1.84","11,933","12,289","          0.97"
"서울특별시 관악구 청림동(1162054500)","14,912","6,440","          2.32","7,213","7,699","          0.94"
"서울특별시 관악구 성현동(1162056500)","28,561","12,248","          2.33","13,774","14,787","          0.93"
"서울특별시 관악구 행운동(1162057500)","29,091","18,244","          1.59","14,069","15,022","          0.94"
"서울특별시 관악구 낙성대동(1162058500)","17,358","11,900","          1.46","8,711","8,647","          1.01"
"서울특별시 관악구 청룡동(1162059500)","36,155","24,338","          1.49","17,377","18,778","          0.93"
"서울특별시 관악구 은천동(1162060500)","32,678","16,135","          2.03","15,969","16,709","          0.96"
"서울특별시 관악구 중앙동(1162061500)","15,399","10,249","          1.50","7,448","7,951","          0.94"
"서울특별시 관악구 인헌동(1162062500)","25,775","14,841","          1.74","12,498","13,277","          0.94"
"서울특별시 관악구 남현동(1162063000)","17,932","9,886","          1.81","8,683","9,249","          0.94"
"서울특별시 관악구 서원동(1162064500)","22,876","14,851","          1.54","11,993","10,883","          1.10"
"서울특별시 관악구 신원동(1162065500)","17,927","11,400","          1.57","9,085","8,842","          1.03"
"서울특별시 관악구 서림동(1162066500)","23,540","15,134","          1.56","13,076","10,464","          1.25"
"서울특별시 관악구 신사동(1162068500)","22,680","14,509","          1.56","11,363","11,317","          1.00"
"서울특별시 관악구 신림동(1162069500)","23,312","19,152","          1.22","12,295","11,017","          1.12"
"서울특별시 관악구 난향동(1162071500)","14,875","6,186","          2.40","7,286","7,589","          0.96"
"서울특별시 관악구 조원동(1162072500)","19,405","12,080","          1.61","9,709","9,696","          1.00"
"서울특별시 관악구 대학동(1162073500)","24,257","17,248","          1.41","14,771","9,486","          1.56"
"서울특별시 관악구 삼성동(1162074500)","20,404","9,827","          2.08","10,154","10,250","          0.99"
"서울특별시 관악구 미성동(1162076500)","30,013","14,414","          2.08","14,692","15,321","          0.96"
"서울특별시 관악구 난곡동(1162077500)","26,058","12,991","          2.01","13,026","13,032","          1.00"
"서울특별시 서초구 (1165000000)","405,126","168,173","          2.41","193,397","211,729","          0.91"
"서울특별시 서초구 서초1동(1165051000)","20,369","9,459","          2.15","9,826","10,543","          0.93"
"서울특별시 서초구 서초2동(1165052000)","26,604","11,754","          2.26","12,616","13,988","          0.90"
"서울특별시 서초구 서초3동(1165053000)","32,126","15,261","          2.11","15,244","16,882","          0.90"
"서울특별시 서초구 서초4동(1165053100)","30,323","10,678","          2.84","14,818","15,505","          0.96"
"서울특별시 서초구 잠원동(1165054000)","26,203","10,474","          2.50","12,619","13,584","          0.93"
"서울특별시 서초구 반포본동(1165055000)","268","134","          2.00","129","139","          0.93"
"서울특별시 서초구 반포1동(1165056000)","34,100","14,798","          2.30","16,610","17,490","          0.95"
"서울특별시 서초구 반포2동(1165057000)","15,638","4,991","          3.13","7,416","8,222","          0.90"
"서울특별시 서초구 반포3동(1165058000)","23,597","8,100","          2.91","11,259","12,338","          0.91"
